"Aktiv";"Name der Location";"URL"
"0";"ÆDEN";"https://www.google.de/maps/place/%C3%86DEN/@52.4946338,13.4459318,16z/data=!4m14!1m7!3m6!1s0x47a84fca23a64cb9:0x1b3a19f74b8cf9f!2sBei+Schlawinchen+-+Berlin!8m2!3d52.4926832!4d13.4217161!16s%2Fg%2F1tdg6t_5!3m5!1s0x47a84fcd334e155d:0x4800596eb583e485!8m2!3d52.4976865!4d13.4498047!16s%2Fg%2F11q2yb5_ks!5m1!1e4?entry=ttu&g_ep=EgoyMDI1MDYzMC4wIKXMDSoASAFQAw%3D%3D"
"0";"Sisyfass";"https://www.google.de/maps/place/Sisyfass/@52.4818884,13.4435056,17.98z/data=!4m6!3m5!1s0x47a84f1ea344cc8d:0x2fa8bb566cc41ec!8m2!3d52.4829857!4d13.442137!16s%2Fg%2F11g3w_1hwc?entry=ttu&g_ep=EgoyMDI1MDYzMC4wIKXMDSoASAFQAw%3D%3D"
"0";"Zweiners";"https://www.google.de/maps/place/Zweiners/@52.4822046,13.4224973,17z/data=!3m2!4b1!5s0x47a84fb9433d6b75:0xb05f812a6dd14536!4m6!3m5!1s0x47a84fe57993803f:0x22fb60088fa1bce6!8m2!3d52.4822046!4d13.4250722!16s%2Fg%2F11gtg0k6r4!5m1!1e4?entry=ttu&g_ep=EgoyMDI1MDYyMy4yIKXMDSoASAFQAw%3D%3D"
"0";"Brauhaus Neulich";"https://www.google.de/maps/place/Brauhaus+Neulich+GmbH/@52.4784257,13.4173506,16z/data=!3m1!4b1!4m6!3m5!1s0x47a84fbfaefba231:0x273d5f5874ddfe80!8m2!3d52.4784257!4d13.4199255!16s%2Fg%2F11c5rpwhfj!5m1!1e4?entry=ttu&g_ep=EgoyMDI1MDYyMy4yIKXMDSoASAFQAw%3D%3D"
"0";"Alte Kantine Kulturbrauerei";"https://www.google.de/maps/place/Alte+Kantine+Kulturbrauerei/@52.5395694,13.4111149,16z/data=!3m1!4b1!4m6!3m5!1s0x47a851fe481312cb:0x14d043b71e4c224b!8m2!3d52.5395694!4d13.4136898!16s%2Fg%2F1hd_lz027!5m1!1e4?entry=ttu&g_ep=EgoyMDI1MDYyMy4yIKXMDSoASAFQAw%3D%3D"
"0";"Golden Gate";"https://www.google.de/maps/place/Golden+Gate/@52.5120296,13.4220981,14z/data=!4m6!3m5!1s0x47a84fbbda7f045d:0xc62d197ae575e60f!8m2!3d52.5159496!4d13.4170683!16s%2Fg%2F11bwdz079h?entry=ttu&g_ep=EgoyMDI1MDYyMy4yIKXMDSoASAFQAw%3D%3D"
"0";"KitCatClub";"https://www.google.de/maps/place/KitKatClub/@52.4997002,13.405962,14z/data=!4m6!3m5!1s0x47a84e25326bd085:0xdfc6268a626d40c7!8m2!3d52.5114157!4d13.4170175!16s%2Fg%2F11gcfsyb3s?entry=ttu&g_ep=EgoyMDI1MDYyMy4yIKXMDSoASAFQAw%3D%3D"
"0";"Süss War Gestern";"https://www.google.de/maps/place/S%C3%BCss+War+Gestern/@52.4927146,13.4582329,14z/data=!4m6!3m5!1s0x47a84e58b9a5a793:0x2a5a73717167818b!8m2!3d52.5086018!4d13.4609989!16s%2Fg%2F1w6_mvwl?entry=ttu&g_ep=EgoyMDI1MDYyMy4yIKXMDSoASAFQAw%3D%3D"
"0";"Kickerbar Platzwart";"https://www.google.de/maps/place/Kickerbar+Platzwart/@52.5033742,13.4455299,14z/data=!4m6!3m5!1s0x47a84e49efba524d:0x231ae469bb65567!8m2!3d52.5029715!4d13.4297629!16s%2Fg%2F1tl1gxtx?entry=ttu&g_ep=EgoyMDI1MDYyMy4yIKXMDSoASAFQAw%3D%3D"
"0";"The Alchemist";"https://www.google.de/maps/place/The+Alchemist/@52.5017775,13.3528208,15z/data=!3m1!5s0x47a851cbc6be2f3b:0x7edf0a3a9c29227c!4m9!1m2!2m1!1sElse+!3m5!1s0x47a851cefa4b8577:0x6b0211985832a84a!8m2!3d52.5074385!4d13.3749028!16s%2Fg%2F11shlnpdnh?entry=ttu&g_ep=EgoyMDI1MDYzMC4wIKXMDSoASAFQAw%3D%3D"
"0";"RAW-Gelände";"https://www.google.de/maps/place/RAW-Gel%C3%A4nde/@52.5108594,13.4352419,15.37z/data=!4m14!1m7!3m6!1s0x47a84fca23a64cb9:0x1b3a19f74b8cf9f!2sBei+Schlawinchen+-+Berlin!8m2!3d52.4926832!4d13.4217161!16s%2Fg%2F1tdg6t_5!3m5!1s0x47a84e5bcd5fede5:0x456db707ff4e569e!8m2!3d52.5076567!4d13.452028!16s%2Fg%2F11c0pzjl41!5m1!1e4?entry=ttu&g_ep=EgoyMDI1MDYzMC4wIKXMDSoASAFQAw%3D%3D"
"0";"Else Bar";"https://www.google.de/maps/place/Else+Bar/@52.4873625,13.453715,17z/data=!4m6!3m5!1s0x47a84f00b5102a43:0xa9f127dd4ae8384a!8m2!3d52.4886443!4d13.4541021!16s%2Fg%2F11h9xvyzb1?entry=ttu&g_ep=EgoyMDI1MDYzMC4wIKXMDSoASAFQAw%3D%3D"
"0";"Soda Club";"https://www.google.de/maps/place/Soda+Club+Berlin/@52.5399369,13.4097292,15z/data=!3m1!5s0x47a851fe4ad9371b:0x5b6e56429c03dccd!4m14!1m7!3m6!1s0x47a84fca23a64cb9:0x1b3a19f74b8cf9f!2sBei+Schlawinchen+-+Berlin!8m2!3d52.4926832!4d13.4217161!16s%2Fg%2F1tdg6t_5!3m5!1s0x47a851fe481312cb:0x91229c36dc7f149a!8m2!3d52.539406!4d13.4143311!16s%2Fg%2F1td1_8wv!5m1!1e4?entry=ttu&g_ep=EgoyMDI1MDYzMC4wIKXMDSoASAFQAw%3D%3D"
"0";"Berghain";"https://www.google.de/maps/place/Berghain+%7C+Panorama+Bar+%7C+S%C3%A4ule/@52.5159652,13.4313781,15z/data=!4m14!1m7!3m6!1s0x47a84fca23a64cb9:0x1b3a19f74b8cf9f!2sBei+Schlawinchen+-+Berlin!8m2!3d52.4926832!4d13.4217161!16s%2Fg%2F1tdg6t_5!3m5!1s0x47a84e438bc65e9f:0x6bf6d41ba1fc757c!8m2!3d52.5110691!4d13.4429945!16zL20vMDlzbjMw!5m1!1e4?entry=ttu&g_ep=EgoyMDI1MDYzMC4wIKXMDSoASAFQAw%3D%3D"
"0";"Matrix Club";"https://www.google.de/maps/place/Matrix+Club/@52.5029288,13.4458031,16z/data=!4m6!3m5!1s0x47a84e508a8effc7:0xd8804c6339116562!8m2!3d52.5046514!4d13.4493349!16s%2Fm%2F03b_lyq!5m1!1e4?entry=ttu&g_ep=EgoyMDI1MDYzMC4wIKXMDSoASAFQAw%3D%3D"
"0";"Neue Zukunft";"https://www.google.de/maps/place/Neue+Zukunft/@52.496485,13.4650813,17z/data=!4m6!3m5!1s0x47a84fd589aad4f1:0xffb197aba4757a05!8m2!3d52.4975412!4d13.4659139!16s%2Fg%2F11vb0v3d9m!5m1!1e4?entry=ttu&g_ep=EgoyMDI1MDYzMC4wIKXMDSoASAFQAw%3D%3D"
